"OCCUR_DATE","Latitude","Longitude","X_COORD_CD","Y_COORD_CD"
"02/03/2019",40.748424502,-73.876480843,"1018475","211969"
"02/03/2019",40.748424502,-73.876480843,"1018475","211969"
"02/02/2019",40.7919160910001,-73.94547966,"999347","227795"
"02/02/2019",40.689572726,-73.796376725,"1040720","190569"
"02/02/2019",40.689572726,-73.796376725,"1040720","190569"
"02/01/2019",40.7986233770001,-73.9437441169999,"999826","230239"
"01/31/2019",40.6598648140001,-73.754981974,"1052230","179775"
"01/31/2019",40.8340683100001,-73.94294804,"1000038","243153"
"01/31/2019",40.8340683100001,-73.94294804,"1000038","243153"
"01/31/2019",40.8340683100001,-73.94294804,"1000038","243153"
"01/31/2019",40.8340683100001,-73.94294804,"1000038","243153"
"01/30/2019",40.8531089360001,-73.9291486449999,"1003851","250093"
"01/30/2019",40.8640962200001,-73.9295454749999,"1003738","254096"
"01/28/2019",40.8209548680001,-73.8580174089999,"1023548","238402"
"01/28/2019",40.8209548680001,-73.8580174089999,"1023548","238402"
"01/28/2019",40.865600998,-73.9181082599999,"1006901","254647"
"01/27/2019",40.683295184,-73.779853585,"1045308","188293"
"01/27/2019",40.683295184,-73.779853585,"1045308","188293"
"01/26/2019",40.6875144200001,-73.9146454689999,"1007922","189765"
"01/26/2019",40.671110834,-73.913563363,"1008228","183789"
"01/25/2019",40.701645727,-73.9380122009999,"1001438","194908"
"01/25/2019",40.669977885,-73.823018621,"1033346","183414"
"01/24/2019",40.8788176260001,-73.863871353,"1021895","259481"
"01/21/2019",40.871293429,-73.858488445,"1023388","256742"
"01/20/2019",40.82041106,-73.893328242,"1013775","238190"
"01/19/2019",40.7188700660001,-73.9397927039999,"1000940","201183"
"01/19/2019",40.7964842210001,-73.94741178,"998811","229459"
"01/19/2019",40.8260995140001,-73.878118011,"1017982","240268"
"01/19/2019",40.771101097,-73.834497836,"1030092","220250"
"01/19/2019",40.771101097,-73.834497836,"1030092","220250"
"01/19/2019",40.821236836,-73.943092722,"1000001","238478"
"01/18/2019",40.812866866,-73.918104507,"1006920","235434"
"01/17/2019",40.689048255,-73.958613378,"995728","190315"
"01/17/2019",40.8533038950001,-73.8996663999999,"1012007","250172"
"01/14/2019",40.667698779,-73.879640265,"1017640","182557"
"01/14/2019",40.667698779,-73.879640265,"1017640","182557"
"01/14/2019",40.671361545,-73.8862450569999,"1015806","183889"
"01/14/2019",40.671361545,-73.8862450569999,"1015806","183889"
"01/13/2019",40.697443411,-73.7587603429999,"1051144","193463"
"01/13/2019",40.697443411,-73.7587603429999,"1051144","193463"
"01/13/2019",40.8134464450001,-73.941347271,"1000486","235640"
"01/13/2019",40.675615872,-73.926658587,"1004594","185427"
"01/13/2019",40.6453509340001,-73.957375653,"996079","174395"
"01/13/2019",40.679643807,-73.949584202,"998234","186890"
"01/12/2019",40.759411366,-73.803173225,"1038778","216009"
"01/12/2019",40.678496625,-73.938563695,"1001291","186474"
"01/11/2019",40.84652967,-73.9092583889999,"1009356","247701"
"01/11/2019",40.651194715,-73.896921514,"1012853","176538"
"01/09/2019",40.880553036,-73.8532938819999,"1024819","260118"
"01/08/2019",40.668384517,-73.920116717,"1006411","182794"
"01/08/2019",40.8294609060001,-73.906571562,"1010106","241483"
"01/08/2019",40.8294609060001,-73.906571562,"1010106","241483"
"01/07/2019",40.7275817830001,-73.817331039,"1034880","204404"
"01/07/2019",40.8411835850001,-73.8798938159999,"1017483","245763"
"01/06/2019",40.574627929,-73.991970544,"986481","148626"
"01/06/2019",40.8214559580001,-73.866199874,"1021283","238581"
"01/06/2019",40.8217363320001,-73.8928672599999,"1013902","238673"
"01/05/2019",40.759450567,-73.933576266,"1002652","215969"
"01/05/2019",40.831219337,-73.850873158,"1025519","242145"
"01/05/2019",40.6368189670001,-74.118653127,"951319","171306"
"01/04/2019",40.598363825,-73.940985252,"1000639","157279"
"01/04/2019",40.5737633750001,-73.992877757,"986229","148311"
"01/03/2019",40.62471527,-74.162814915,"939054","166916"
"01/03/2019",40.871217194,-73.8545691419999,"1024472","256716"
"01/02/2019",40.69817414,-73.944452772,"999653","193642"
"01/01/2019",40.695140908,-73.975125947,"991148","192533"
"01/01/2019",40.6656747000001,-73.866155503,"1021382","181825"
"01/01/2019",40.856330633,-73.895811931,"1013072","251276"
"09/09/2017",40.638125991,-74.087466921,"959975","171772"
"09/09/2017",40.86906069,-73.9022422589999,"1011288","255912"
"09/09/2017",40.696450014,-73.943606737,"999888","193014"
"09/09/2017",40.6391370430001,-73.951236227,"997784","172132"
"09/09/2017",40.5961343380001,-73.9396189019999,"1001019","156467"
"09/09/2016",40.650928837,-73.930296733,"1003592","176432"
"09/09/2016",40.814103174,-73.902026748,"1011370","235889"
